company,domain,hubspot_company_id,in_hubspot,composite,tier,sites,city_state,nearest_primo,domain_source
Charles B Davis Co,,,no,30.6,D,1,"Waterville, ME",US PL Kingfield Factory,
Herman Miller Midwest Distribution Center MWC,hermanmiller.com,,no,30.59,C,1,"Holland, MI",US PL Mecosta Factory,parent_facility:medium
Request Foods,,,no,30.59,C,1,"Holland, MI",US PL Mecosta Factory,
Furniture and Mattress Warehouse,,,no,30.55,C,1,"Holland, MI",US PL Mecosta Factory,
"Rosa Food Products Co., Inc.",,,no,30.52,C,1,"Philadelphia, PA",US PL Allentown NPL Factory,
Mike Land Warehouse,,,no,30.5,C,1,"Grand Saline, TX",US PL Hawkins Factory,
MagicFrost,,,no,30.5,C,1,"Williston, FL",US PL High Springs Factory,
Community Quik Stop,,,no,30.47,C,1,"Rumford, ME",US PL Poland Spring Factory,
Orion Cordage,,,no,30.45,D,1,"Winslow, ME",US PL Kingfield Factory,
"Gulf Coast Industrial, LLC",,,no,30.44,D,1,"Mulberry, FL",US PL Zephyrhills Factory,
The Warehouse Flat Rate Flea Market,,,no,30.42,C,1,"Beaver Dam, WI",US PL Madison Factory,
"Royal Technologies, Quincy 1 Plant",,,no,30.42,D,2,"Hudsonville, MI",US PL Mecosta Factory,
Peninsular Warehouse Co,,,no,30.39,C,1,"Jacksonville, FL",US PL High Springs Factory,
Arcadia Cold Storage | Jacksonville,,,no,30.39,C,1,"Jacksonville, FL",US PL High Springs Factory,
Ulta Distribution Center,ulta.com,54412086581,yes,30.39,C,1,"Jacksonville, FL",US PL High Springs Factory,package
United Bonded Warehouse,,,no,30.37,C,1,"Lynchburg, SC",US PL McBee Factory,
FreezPak Logistics,,,no,30.37,C,1,"Jacksonville, FL",US PL High Springs Factory,
New Holland Brewing Company Warehouse,,,no,30.35,C,1,"Holland, MI",US PL Mecosta Factory,
"Imeson Distribution Center, Inc.",,,no,30.35,C,1,"Jacksonville, FL",US PL High Springs Factory,
"Imeson Center, Peninsular Warehouse",,,no,30.33,C,1,"Jacksonville, FL",US PL High Springs Factory,
Magnablend Inc,,,no,30.31,D,1,"Waxahachie, TX",US PL Dallas 2 Factory,
"Venus Fashion, Inc. Warehouse",venus.com,54771909495,yes,30.26,C,1,"Jacksonville, FL",US PL High Springs Factory,package
Honda of South Carolina Manufacturing,honda.com,55554510964,yes,30.25,D,1,"Timmonsville, SC",US PL McBee Factory,package
Warehouse 6 Events,,,no,30.23,C,1,"Holland, MI",US PL Mecosta Factory,
Barnhardt Manufacturing Co,,,no,30.22,D,1,"Charlotte, NC",US PL McBee Factory,
Weaver Manufacturing Co,,,no,30.21,D,1,"Flower Mound, TX",US PL Dallas 2 Factory,
Appliance Warehouse & Furniture,,,no,30.21,C,1,"Seabrook, NH",US PL Hollis Factory,
Sherwin-Williams Wheeling Manufacturing Plant,sherwin-auto.cl,,no,30.21,A,1,"Wheeling, IL",US PL Madison Factory,parent_facility:medium
DC Storage & RV Services,,,no,30.2,C,1,"Hudsonville, MI",US PL Mecosta Factory,
Sub Zero Southeast Distribution Warehouse,,,no,30.18,C,1,"Jacksonville, FL",US PL High Springs Factory,
Caine Warehouse,,,no,30.17,C,1,"Reeseville, WI",US PL Madison Factory,
Mainstreet Manufacturing LLC.,,,no,30.14,D,1,"Tamaqua, PA",US PL Allentown Factory,
Margo Garden Products,,,no,30.14,C,1,"Jacksonville, FL",US PL High Springs Factory,
Concord Baptist Church - Food Distribution Center,,,no,30.13,C,1,"Lugoff, SC",US PL McBee Factory,
Aqua Gulf,aquagulf.com,,no,30.12,C,1,"Jacksonville, FL",US PL High Springs Factory,company_exact:high
Sunoco Logistics Belmont Terminal,,,no,30.1,C,1,"Philadelphia, PA",US PL Allentown NPL Factory,
Haggerty Logistics Inc. (Terminal 4),,,no,30.09,C,1,"Holland, MI",US PL Mecosta Factory,
Custom Made Meals,,,no,30.07,C,1,"Jacksonville, FL",US PL High Springs Factory,
Pinnacle Express,,,no,30.04,D,1,"Little Rock, AR",US PL Hot Springs 2 Factory,
Coach Distribution Center,coachusa.com,54754341447,yes,30.04,C,1,"Jacksonville, FL",US PL High Springs Factory,package
Trans-Matic Holland Distribution Center,,,no,30.04,C,1,"Holland, MI",US PL Mecosta Factory,
Wally's custom meat processing,,,no,30.03,C,1,"Chiefland, FL",US PL High Springs Factory,
Arena Cheese Cold Storage,,,no,30.03,D,1,"Arena, WI",US PL Madison Factory,
BDL2Amazon Fulfillment Center,amazon.com,8981959027,yes,30.01,A,1,"Windsor, CT",US PL Saratoga Spring Factory,package
DCB4 Amazon Fulfillment Center Norwood,amazon.com,8981959027,yes,30,A,1,"Norwood, MA",US PL Hollis Factory,package
"Warehouse Products, LLC",,,no,29.99,C,1,"Jacksonville, FL",US PL High Springs Factory,
Bacardi Bottling Corporation-Jacksonville,,,no,29.99,C,1,"Jacksonville, FL",US PL High Springs Factory,
Ups Jacksonville hub truck entrance.,,,no,29.96,C,1,"Jacksonville, FL",US PL High Springs Factory,
Hudsonville Ice Cream Warehouse,icfc.es,,no,29.96,C,1,"Holland, MI",US PL Mecosta Factory,parent_facility:medium
RepcoLite Distribution Center,,,no,29.96,C,1,"Holland, MI",US PL Mecosta Factory,
"Apache Logistics, Inc.",apacorp.com,55554510177,yes,29.94,C,1,"Holland, MI",US PL Mecosta Factory,package
Expresica,,,no,29.92,D,1,"Santa Ana, CA",US PL Ontario Factory,
Howard Foods Inc,,,no,29.92,C,1,"Danvers, MA",US PL Hollis Factory,
Wunderlich-Malec,,,no,29.89,D,1,"Winslow, ME",US PL Kingfield Factory,
Americold Logistics Gaffney,americold.com,,no,29.89,A,1,"Gaffney, SC",US PL McBee Factory,curated:
JAX Logistics LLC,jaxlogistics.net,,no,29.87,C,1,"Jacksonville, FL",US PL High Springs Factory,company_exact:high
"Miwon Specialty Chemical USA, INC.",,,no,29.85,D,1,"Columbia, SC",US PL McBee Factory,
EMI Construction Products Distribution Center,,,no,29.84,C,1,"Holland, MI",US PL Mecosta Factory,
Lading Logistics,,,no,29.83,D,1,"Plano, TX",US PL Dallas 2 Factory,
DiLuigi Foods,,,no,29.81,C,1,"Danvers, MA",US PL Hollis Factory,
Elevation Foods,,,no,29.81,C,1,"Danvers, MA",US PL Hollis Factory,
Universal Truck Service and Cross Dock,,,no,29.8,C,1,"Charlotte, NC",US PL McBee Factory,
Alcom LLC,,,no,29.79,D,1,"Winslow, ME",US PL Kingfield Factory,
Hamilton Eggs,,,no,29.79,C,1,"Holland, MI",US PL Mecosta Factory,
RLS Logistics- Delanco,,,no,29.78,C,1,"Delanco, NJ",US PL Allentown NPL Factory,
Golfers' Warehouse,,,no,29.71,C,1,"Danvers, MA",US PL Hollis Factory,
Mighty T's Logistics - Agency of D&L Transport,,,no,29.7,D,1,"Selman City, TX",US PL Hawkins Factory,
When Pigs Fly Breads Factory,,,no,29.7,C,1,"York, ME",US PL Hollis Factory,
"Hilton, Eddie",,,no,29.69,D,1,"Cassatt, SC",US PL McBee Factory,
Amazon Fulfillment Center TLH2,amazon.com,8981959027,yes,29.69,A,1,"Tallahassee, FL",US PL High Springs Factory,package
Petro Ocala 323,,,no,29.68,C,1,"Reddick, FL",US PL High Springs Factory,
Gavin Orchards Warehouse,,,no,29.67,C,1,"Coopersville, MI",US PL Mecosta Factory,
24 HOUR Houston | TRUCK PARKING | CROSS DOCKING and TRANSLOADING,,,no,29.64,C,1,"Huffman, TX",US PL S Houston Factory,
SemiDock,,,no,29.64,D,1,"Stockton, CA",US PL Sacramento Factory,
Cold-Link Logistics Holland,,,no,29.64,C,1,"Holland, MI",US PL Mecosta Factory,
Dutch Valley Food Distributors,,,no,29.62,C,1,"Myerstown, PA",US PL Allentown NPL Factory,
Dutch Valley Food Development,,,no,29.62,C,1,"Myerstown, PA",US PL Allentown NPL Factory,
GE,,,no,29.61,C,2,"Jacksonville, FL",US PL High Springs Factory,
United States Postal Service - Middlesex Essex Processing and Distribution Center,usps.gov,,no,29.61,C,1,"North Reading, MA",US PL Hollis Factory,parent_facility:medium
Amazon SWF2,amazon.com,8981959027,yes,29.6,A,1,"Hopewell Junction, NY",US PL Saratoga Spring Factory,package
Pacific Container Terminal,,,no,29.59,D,1,"Long Beach, CA",US PL Ontario Factory,
Mission Bottling,,,no,29.57,C,2,"Temecula, CA",US PL Cabazon Factory,
New Caney Beverage,,,no,29.57,D,1,"New Caney, TX",US PL S Houston Factory,
Bacardi Distribution Center,,,no,29.51,C,1,"Jacksonville, FL",US PL High Springs Factory,
Gildan Distribution Center Jacksonville,,,no,29.5,C,1,"Jacksonville, FL",US PL High Springs Factory,
JBF Warehouse & Crossdock Logistics,,,no,29.49,C,1,"Lathrop, CA",US PL Sacramento Factory,
Elgin Mini Warehouses,,,no,29.46,C,1,"Elgin, SC",US PL McBee Factory,
A & L Logistics LLC,,,no,29.46,C,1,"Marshville, NC",US PL McBee Factory,
Philly Cold Storage,,,no,29.46,C,1,"Philadelphia, PA",US PL Allentown NPL Factory,
U.S COLD STORAGE,wccoldstorage.com,,no,29.4,D,1,"Wingate, NC",US PL McBee Factory,company_fuzzy:medium
G C Evans Sales & Manufacturing Co,,,no,29.4,D,1,"Little Rock, AR",US PL Hot Springs 2 Factory,
Industrial Manufacturing Services,hartzellindsrvcs.com,,no,29.37,D,1,"Lancaster, SC",US PL McBee Factory,company_fuzzy:medium
Amazon Bellingham,amazon.com,8981959027,yes,29.36,A,1,"Bellingham, MA",US PL Hollis Factory,package
Uptown cross-docking,,,no,29.35,C,1,"Manteca, CA",US PL Sacramento Factory,
State Farm Distribution Center,brantblessing.com,54774308788,yes,29.32,C,1,"Rock Hill, SC",US PL McBee Factory,package
"Impact Imaging Group, LLC",,,no,29.29,D,1,"Hartsville, SC",US PL McBee Factory,
Arkansas Storage Centers,,,no,29.26,D,2,"North Little Rock, AR",US PL Hot Springs 2 Factory,
Vintage Warehouse,,,no,29.25,C,1,"Bartow, FL",US PL Zephyrhills Factory,
Positran Manufacturing Inc,,,no,29.25,D,1,"Norristown, PA",US PL Allentown NPL Factory,
Alphia Pet Food Manufacturing,,,no,29.24,D,1,"Pittsburg, TX",US PL Hawkins Factory,
GSO1 Amazon Fulfillment Center,amazon.com,8981959027,yes,29.24,A,1,"Kernersville, NC",US PL McBee Factory,package
Sulta Manufacturing Co,,,no,29.23,D,1,"Sulphur Springs, TX",US PL Hawkins Factory,
J&H Family Stores - Coopersville 160,,,no,29.22,C,1,"Coopersville, MI",US PL Mecosta Factory,
Cypress Truck Lines Inc,cypresstruck.com,,no,29.19,C,1,"Tampa, FL",US PL Zephyrhills Factory,company_exact:high
G-M Wood Products Warehouse,frtw.com,,no,29.18,C,1,"Newaygo, MI",US PL Mecosta Factory,company_fuzzy:medium
Quality Life Science Logistics & Transportation,qualitytca.com,,no,29.18,D,1,"Coopersville, MI",US PL Mecosta Factory,parent_facility:medium
Amazon Fulfillment Center FWA6,amazon.com,8981959027,yes,29.15,A,1,"Fort Wayne, IN",US PL Greenwood Indiana,package
Imperative Logistics,imperativelogistics.com,,no,29.11,C,1,"Columbia, SC",US PL McBee Factory,company_exact:high
Amazon Fulfillment Center DB09,amazon.com,8981959027,yes,29.09,A,1,"Middleborough, MA",US PL Hollis Factory,package
FreightRun - Compare Freight Carrier Rates & Get Your Quote,,,no,29.05,A,1,"Danbury, CT",US PL Saratoga Spring Factory,HOLD: likely noise / not a freight prospect - exclude
Lean Box,,,no,29.04,C,1,"Wilmington, MA",US PL Hollis Factory,
Amazon Sort Center - MDW5,amazon.com,8981959027,yes,29.04,A,1,"Crest Hill, IL",US PL Madison Factory,package
Stuffed Foods LLC,,,no,29.03,C,1,"Wilmington, MA",US PL Hollis Factory,
Amazon Fulfillment Center MLI1,amazon.com,8981959027,yes,29.03,A,1,"Davenport, IA",US PL Madison Factory,package
Sunrise XDock: Warehousing and Crossdock,,,no,29.01,C,1,"Beverly, NJ",US PL Allentown NPL Factory,
Bin To Bottle,,,no,28.91,C,1,"Napa, CA",US PL Sacramento Factory,
Sacoma International,,,no,28.9,D,1,"Edinburgh, IN",US PL Greenwood Indiana,
Martin Transport Terminal,martintransport.com,,no,28.89,D,1,"Baytown, TX",US PL Pasadena Factory,company_fuzzy:medium
"NewRoads Distribution, LLC",,,no,28.86,C,1,"Lee, NH",US PL Hollis Factory,
Zoom Logistics,,,no,28.85,C,1,"Newburyport, MA",US PL Hollis Factory,
Teleios Manufacturing,,,no,28.84,D,1,"Jacksonville, FL",US PL High Springs Factory,
RTD Logistics,rtdlogistics.com,,no,28.81,C,1,"Woburn, MA",US PL Hollis Factory,company_exact:high
SNC3 Amazon Fulfillment Center Warehouse,amazon.com,8981959027,yes,28.79,A,1,"Durham, NC",US PL McBee Factory,package
Cooney Manufacturing,,,no,28.77,D,1,"Plymouth Meeting, PA",US PL Allentown NPL Factory,
Henderson Manufacturing,,,no,28.77,D,1,"Pittsburg, TX",US PL Hawkins Factory,
Cmh Manufacturing,,,no,28.75,D,1,"Sulphur Springs, TX",US PL Hawkins Factory,
Hollingsworth FULFILLMENT CENTER,,,no,28.75,C,1,"Tracy, CA 95304, USA",US PL Sacramento Factory,
Top It Off Bottling Facility,,,no,28.75,C,1,"Napa, CA",US PL Sacramento Factory,
Tracy Truck & Auto Stop,,,no,28.75,C,1,"Tracy, CA",US PL Sacramento Factory,
Amazon Fulfillment Center BOS7,amazon.com,8981959027,yes,28.75,A,1,"Fall River, MA",US PL Hollis Factory,package
Amazon Robotics Fulfillment Center (ILM1),amazon.com,8981959027,yes,28.75,A,1,"Wilmington, NC",US PL McBee Factory,package
Templeton Manufacturing Solutions,,,no,28.72,D,1,"Jacksonville, FL",US PL High Springs Factory,
Truenorth Community Services - Food Distribution Center,,,no,28.71,D,1,"Fremont, MI",US PL Mecosta Factory,
"Phoenix Direct, Inc.",,,no,28.7,D,1,"Little Rock, AR",US PL Hot Springs 2 Factory,
Riverstone Logistics,rlx.us,,no,28.69,D,1,"Charlotte, NC",US PL McBee Factory,company_exact:high
Amazon Fulfillment Center SBN1,amazon.com,8981959027,yes,28.68,A,1,"Bristol, IN",US PL Mecosta Factory,package
Prestige Bottling Company,,,no,28.65,C,1,"Napa, CA",US PL Sacramento Factory,
"Palmetto Logistics, LLC.",,,no,28.65,D,1,"Matthews, NC",US PL McBee Factory,
Cianbro Constructors -Module Manufacturing Facility,,,no,28.64,D,1,"Brewer, ME",US PL Kingfield Factory,
Gerber Fremont Distribution Center,,,no,28.6,D,1,"Fremont, MI",US PL Mecosta Factory,
Gerber Products Co,,,no,28.6,C,1,"Fremont, MI",US PL Mecosta Factory,
Industry West Warehouse,,,no,28.59,C,1,"Jacksonville, FL",US PL High Springs Factory,
Canyon Lake Storage,,,no,28.57,D,1,"Canyon Lake, CA",US PL Ontario Factory,
Honda Manufacturing of Indiana,honda.com,55554510964,yes,28.53,D,1,"Greensburg, IN",US PL Greenwood Indiana,package
John Olson Advanced Manufacturing Center,,,no,28.53,D,1,"Durham, NH",US PL Hollis Factory,
Chief Buildings Manufacturing Plant - SC,,,no,28.53,D,1,"Lancaster, SC",US PL McBee Factory,
The Cosmetics Warehouse Store,,,no,28.5,C,1,"North Conway, NH",US PL Hollis Factory,
"Troy Industrial Solutions, Maine Fabrication Facility",,,no,28.48,D,1,"Brewer, ME",US PL Kingfield Factory,
Indiana Auto Plant (IAP) Gate C,,,no,28.47,D,1,"Greensburg, IN",US PL Greenwood Indiana,
"Spinning Wheels Express | Warehousing, Logistics & Distribution Services",,,no,28.46,C,1,"Amesbury, MA",US PL Hollis Factory,
Snyder's of Hanover,,,no,28.46,C,1,"Columbia, SC",US PL McBee Factory,
ABW Warehouse Truck Gate,,,no,28.43,C,1,"Columbia, SC",US PL McBee Factory,
Custom Packaging Innovations,,,no,28.42,D,1,"Hudsonville, MI",US PL Mecosta Factory,
Anchor Bay Packaging,anchorbaypkg.com,,no,28.41,B,2,"New Baltimore, MI",US PL Mecosta Factory,package
Lehigh Valley Railroad Freight Station,,,no,28.39,D,1,"Clinton, NJ",US DC NFI - Breinigsville,
"Innovative Manufacturing Solutions, LLC",team-ies.com,,no,28.37,D,1,"Jacksonville, FL",US PL High Springs Factory,company_fuzzy:medium
Linic Freight 3PL Logistics & Warehouse | Charlotte,,,no,28.34,C,1,"Matthews, NC",US PL McBee Factory,
Plant-42 Contract Bottling and Manufacturing,,,no,28.34,D,1,"Palmetto, FL",US PL Zephyrhills Factory,
Seviroli,,,no,28.34,C,1,"Bellmawr, NJ",US PL Allentown NPL Factory,
Montgomery County Food Pantry - Food Distribution Center,,,no,28.31,C,1,"Mt Ida, AR",US PL Hot Springs Factory,
The Event Warehouse Company Too,,,no,28.31,C,1,"Silver Springs, FL",US PL High Springs Factory,
Silver Springs Vintage Warehouse,,,no,28.31,C,1,"Silver Springs, FL",US PL High Springs Factory,
Hass Manufacturing Co,,,no,28.3,D,1,"Averill Park, NY",US PL Saratoga Spring Factory,
"R H Reny Inc, Distribution Center",,,no,28.29,D,1,"Newcastle, ME",US PL Poland Spring Factory,
Good Food Made Simple,goodfood.pl,,no,28.29,A,1,"Wellesley, MA",US PL Hollis Factory,parent_facility:medium
Amcan Beverages Inc,,,no,28.28,D,1,"American Canyon, CA",US PL Sacramento Factory,
Clearwater Packaging Inc,,,no,28.25,D,1,"Clearwater, FL",US PL Zephyrhills Factory,
Warehouse 151,,,no,28.19,D,1,"Beaver Dam, WI",US PL Madison Factory,
Palmetto Canning Company,,,no,28.15,C,1,"Palmetto, FL",US PL Zephyrhills Factory,
YOW3 - Amazon Fulfilment Centre,amazon.com,8981959027,yes,28.13,A,1,"Barrhaven, ON",US PL Saratoga Spring Factory,package
"Roberts Trucking, Inc",,,no,28.1,C,1,"Williston, FL",US PL High Springs Factory,
Tracy Cold Storage,,,no,28.09,C,1,"Tracy, CA",US PL Sacramento Factory,
"Best Logistics Group, Charlotte",,,no,28.09,D,1,"Charlotte, NC",US PL McBee Factory,
Reets Bayside Marina Inc.,,,no,28.04,D,1,"Mayfield, NY",US PL Saratoga Spring Factory,
"MPH Logistics, LLC",,,no,28.04,D,1,"Fremont, MI",US PL Mecosta Factory,
Busy Bee,,,no,28.02,C,1,"Live Oak, FL",US PL High Springs Factory,
Woodman's Warehouse,woodmans-food.com,,no,27.99,D,1,"Beloit, WI",US PL Madison Factory,curated:
NRD ENT 24/7 CROSSDOCK & WAREHOUSE,,,no,27.97,C,1,"Bellmawr, NJ",US PL Allentown NPL Factory,
FARM Food Processing Accelerator,,,no,27.97,D,1,"Muskegon, MI",US PL Mecosta Factory,
La Fama Foods Inc,,,no,27.95,C,1,"Ore City, TX",US PL Hawkins Factory,
Global Principles Logistics,,,no,27.91,D,1,"Charlotte, NC",US PL McBee Factory,
Riverview Products Inc.,,,no,27.9,D,1,"Rockford, MI",US PL Mecosta Factory,
Sheridan Schools Warehouse and Support Services,,,no,27.89,C,1,"Sheridan, AR",US DC Hot Springs (WHSE),
H&H Products Company Headquarters,,,no,27.85,C,1,"Maitland, FL",US PL Zephyrhills Factory,
DieSand Manufacturing,,,no,27.84,D,1,"Rockford, MI",US PL Mecosta Factory,
Rig Runner's Inc.,,,no,27.8,D,1,"Kilgore, TX",US PL Hawkins Factory,
"Spectrum Custom Molds & Manufacturing, Inc.",,,no,27.78,D,1,"Palmetto, FL",US PL Zephyrhills Factory,
Arkansas Warehouse Inc,,,no,27.78,C,1,"Fort Smith, AR",US PL Hot Springs Factory,
The Storage Place LLC,,,no,27.77,D,1,"Branford, FL",US PL High Springs Factory,
Thick & Thin Warehouse,,,no,27.71,C,1,"Fort Worth, TX",US PL Dallas 2 Factory,
"Atlantic Logistics LLC Keystone Heights, FL",,,no,27.71,D,1,"Keystone Heights, FL",US PL High Springs Factory,
RJ Hanlon Manufacturing Plant and Customer Service,,,no,27.64,D,1,"Westfield, IN",US PL Greenwood Indiana,
Beaver Dam Cold Storage North,,,no,27.64,C,1,"Beaver Dam, WI",US PL Madison Factory,
Florida's Natural Growers,,,no,27.63,C,1,"Lake Wales, FL",US PL Zephyrhills Factory,
The Underground Vault Used Furniture Warehouse,,,no,27.62,C,1,"Hooksett, NH",US PL Hollis Factory,
Sopakco Processing - Main Plant & Employee HR,,,no,27.59,C,1,"Bennettsville, SC",US PL McBee Factory,
Mad Will's Food Company,,,no,27.59,C,1,"Auburn, CA",US PL Sacramento Factory,
Skjodt-Barrett Contract Manufacturing,skjodt-barrett.com,,no,27.57,D,1,"Lebanon, IN",US PL Greenwood Indiana,parent_facility:medium
Phoenix Industries,,,no,27.55,D,1,"Winter Haven, FL",US PL Zephyrhills Factory,
SJ LOGISTICS NEW WAREHOUSE,,,no,27.55,C,1,"Lee, NH",US PL Hollis Factory,
"RV Cold Storage, LLC.",wccoldstorage.com,,no,27.53,C,1,"Arena, WI",US PL Madison Factory,company_fuzzy:medium
Warnke Warehouse,,,no,27.52,C,1,"Fort Smith, AR",US PL Hot Springs Factory,
IEM JAX 1 Plant,,,no,27.51,D,1,"Jacksonville, FL",US PL High Springs Factory,
Texas Quality Logistics LLC,,,no,27.42,C,1,"Kaufman, TX",US PL Dallas 2 Factory,
CORE X PREMIER,,,no,27.39,D,1,"Burleson, TX",US PL Dallas 2 Factory,
Portage Cold Storage,,,no,27.36,C,1,"Portage, WI",US PL Madison Factory,
Beall's Distribution Center,,,no,27.35,D,1,"Jacksonville, TX",US PL Hawkins Factory,
Smurfit Westrock Warwick Folding Carton Plant,westrockcoffee.com,54720622756,yes,27.33,B,1,"Warwick, QC",US PL Kingfield Factory,package
"M&P Manufacturing Usa, Inc.",,,no,27.31,D,1,"Brooksville, FL",US PL Zephyrhills Factory,
DalDen Corporation,,,no,27.3,D,1,"Southlake, TX",US PL Dallas 2 Factory,
East Texas Logistics Inc,,,no,27.3,C,1,"Yantis, TX",US PL Hawkins Factory,
TDA Manufacturing,,,no,27.3,C,1,"Italy, TX",US PL Dallas 2 Factory,
Fort Clark Baptist Church - Food Distribution Center,,,no,27.3,D,1,"Elgin, SC",US PL McBee Factory,
The Christmas Loft Warehouse,,,no,27.26,C,1,"Intervale, NH",US PL Poland Spring Factory,
Chewy Fulfillment Center CLT1,chewy.com,,no,27.26,A,1,"Salisbury, NC",US PL McBee Factory,curated:
"Fox Logistics, Inc.",foxlogistics.com,,no,27.24,D,1,"Lawtey, FL",US PL High Springs Factory,company_exact:high
Blenheim Ginger Ale Bottling Plant,,,no,27.18,D,1,"Blenheim, SC",US PL McBee Factory,
Conant Acres,,,no,27.13,D,1,"Canton, ME",US PL Poland Spring Factory,
Moriroku Technology North America - Anderson Plant,,,no,27.13,D,1,"Anderson, IN",US PL Greenwood Indiana,
Absolute Storage of Conway John Mason,,,no,27.11,D,1,"Conway, AR",US PL Hot Springs Factory,
Riveridge Packing LLC,,,no,27.07,C,1,"Sparta, MI",US PL Mecosta Factory,
Priefert Manufacturing,,,no,27.02,C,1,"Mt Pleasant, TX",US PL Hawkins Factory,
Pittsfield Beef,,,no,27.02,C,1,"Detroit, ME",US PL Kingfield Factory,
Republic Refrigeration,,,no,26.99,D,1,"Monroe, NC",US PL McBee Factory,
