Rank,Company,Best Composite,Mean Composite,Tier,Sites,Proximity,Fit %,Density,Min Distance (mi),Nearest Primo Site,"City, State",Segment,Confidence
212,"ContiTech USA, Inc Warehouse",82.54,82.54,A,1,73,90.7,5,9.3,US PL Madison Factory,"Sun Prairie, WI",shipper,high
213,Lineage Logistics,82.43,79.25,A,2,70,96,5,10.6,US PL Dallas 2 Factory,"Lancaster, TX",3pl,high
214,"The Storage Guy, LLC - OW Storage",82.43,62.55,A,3,70,96,5,10.6,US PL Madison Factory,"Middleton, WI",carrier,medium
215,Target Return Center,82.28,82.28,A,1,71,93.3,5,10.1,US PL Greenwood Indiana,"Franklin, IN",shipper,medium
216,NFI Warehouse 1901 Danieldale,82.14,82.14,A,1,73,90.7,5,9.6,US PL Dallas 2 Factory,"Lancaster, TX",3pl,high
217,Americold,82.14,59.39,A,3,73,90.7,5,9.6,US PL Pasadena Factory,"La Porte, TX",3pl,medium
218,Sysco Albany - Food Distributor & Restaurant Supplies,81.87,81.87,A,1,67,100,5,12,US PL Saratoga Spring Factory,"Clifton Park, NY",shipper,medium
219,US Foods,81.87,81.63,A,2,67,100,5,12,US PL Saratoga Spring Factory,"Clifton Park, NY",shipper,medium
220,VAX7 Amazon,81.76,81.76,A,1,70,93.3,5,10.5,US PL Ontario Factory,"Bloomington, CA",shipper,medium
221,Market 32,81.67,81.67,B,1,99,41.3,5,0.4,US PL Saratoga Spring Factory,"Saratoga Springs, NY",shipper,low
222,KABE AMAZON FACILITY,81.63,80.87,A,2,70,93.3,5,10.6,US DC NFI - Breinigsville,"Allentown, PA",shipper,high
223,Pepsico Gatorade satellite warehouse,81.62,81.62,A,1,67,100,5,12.2,US PL Greenwood Indiana,"Indianapolis, IN 46241, USA",shipper,high
224,DHL Supply Chain / Discount Tire Warehouse,81.62,81.62,A,1,67,100,5,12.2,US PL Dallas 2 Factory,"Dallas, TX",3pl,high
225,ICDC(check in at Pepsi Warehouse Guard),81.5,81.5,A,1,66,100,5,12.3,US PL Greenwood Indiana,"Indianapolis, IN",shipper,high
226,Pepsi Warehouse Guard Shack,81.5,81.5,A,1,66,100,5,12.3,US PL Greenwood Indiana,"Indianapolis, IN",shipper,high
227,Shamrock Foodservice Warehouse,81.37,81.37,A,1,76,82.7,5,8.4,US PL Denver Factory,"Aurora, CO",shipper,high
228,HOU8 - Amazon Fulfillment Center,81.37,81.37,A,1,70,93.3,5,10.8,US PL S Houston Factory,"Fresno, TX",3pl,high
229,Harbor Freight,81.31,65.73,B,14,98,41.3,5,0.6,US PL Zephyrhills Factory,"Zephyrhills, FL",shipper,low
230,Amazon DSM4,81.24,81.24,A,1,70,93.3,5,10.9,US PL Sacramento Factory,"West Sacramento, CA",shipper,medium
231,Marczyk Fine Foods,81.13,81.13,B,1,98,41.3,5,0.7,US PL Denver Factory,"Denver, CO",shipper,low
232,Amazon UTX4,81.12,81.12,A,1,69,93.3,5,11,US PL Dallas 2 Factory,"Dallas, TX",shipper,medium
233,"Rios Packaging Corporation, LLC",81.09,81.09,A,1,75,82.7,5,8.6,US PL Dallas 2 Factory,"Dallas, TX",shipper,medium
234,Bison Transport USA,81.03,72.33,A,2,78,77.3,5,3.7,US PL Allentown Factory,"Kutztown, PA",carrier,medium
235,Amazon FTW8,80.99,80.99,A,1,69,93.3,5,11.1,US PL Dallas 2 Factory,"Dallas, TX",shipper,medium
236,Ball Metal Beverage Packaging,80.67,63.29,A,2,72,86.7,5,9.8,US PL Denver Factory,"Golden, CO",shipper,medium
237,Dairy Block,80.6,80.6,C,1,97,41.3,5,1,US PL Denver Factory,"Denver, CO",shipper,low
238,Williams-Sonoma Distribution Center,80.49,80.49,A,1,78,76,5,7.6,US PL Dallas 2 Factory,"Arlington, TX",shipper,high
239,Medline Industries Distribution Center,80.42,80.42,A,1,64,100,5,13.2,US PL Denver Factory,"Aurora, CO",shipper,high
240,Neway Packaging Corporation,80.41,80.41,A,1,74,82.7,5,9.1,US PL Denver Factory,"Commerce City, CO",shipper,medium
241,America's Beverage Company. Kroger Manufacturing,80.41,80.41,A,1,72,86.7,5,10,US PL Dallas 2 Factory,"Irving, TX",shipper,high
242,SNA4 Amazon Guard shack,80.36,80.36,A,1,68,93.3,5,11.6,US PL Ontario Factory,"Rialto, CA",shipper,medium
243,SNA4 Amazon Fulfillment Center,80.24,80.24,A,1,68,93.3,5,11.7,US PL Ontario Factory,"Rialto, CA",3pl,high
244,El Super Distribution Center,80.11,80.11,B,1,98,37.3,5,0.6,US PL Ontario Factory,"Ontario, CA",shipper,medium
245,POC3 ixd Amazon warehouse,80.11,80.11,A,1,67,93.3,5,11.8,US PL Ontario Factory,"Jurupa Valley, CA",shipper,high
246,Clorox Products Houston,80.07,80.07,A,1,77,76,5,7.9,US PL S Houston Factory,"Houston, TX",shipper,medium
247,Ben E. Keith Foods Gulf Coast Distribution Center,80.01,80.01,A,1,73,82.7,5,9.4,US PL S Houston Factory,"Missouri City, TX",shipper,high
248,Amazon IXD - SBD1,79.99,79.99,A,1,67,93.3,5,11.9,US PL Ontario Factory,"Bloomington, CA",shipper,medium
249,Metro Market,79.93,77.7,C,2,98,37.3,5,0.7,US PL Madison Factory,"Monona, WI",shipper,low
250,Kgp Logistics,79.82,77.71,B,2,100,33.3,5,0.1,US PL Ontario Factory,"Ontario, CA",3pl,medium
251,Florida Creamery High Springs,79.82,79.82,C,1,100,33.3,5,0.1,US PL High Springs Factory,"High Springs, FL",shipper,medium
252,Mountain Valley Spring - Trooper Warehouse,79.82,76.47,B,2,100,33.3,5,0.1,US PL Hot Springs Factory,"Hot Springs Village, AR",shipper,medium
253,Hot Springs First United Methodist Church - Food Distribution Center,79.82,79.82,C,1,100,33.3,5,0.1,US DC Hot Springs (WHSE),"Hot Springs, AR",shipper,medium
254,HAL MARI INTERNATIONAL LOGISTICS,79.82,79.82,C,1,100,33.3,5,0.1,US PL Pasadena Factory,"Houston, TX",3pl,medium
255,Target Food Distribution Center,79.74,79.74,A,1,67,93.3,5,12.1,US PL Ontario Factory,"Rialto, CA",shipper,high
256,EXQUISITE LOGISTICS MOVING,79.63,79.63,B,1,99,33.3,5,0.2,US PL Denver Factory,"Denver, CO",3pl,medium
257,Mountain Valley Warehouse,79.63,76.47,B,2,99,33.3,5,0.2,US PL Hot Springs Factory,"Hot Springs Village, AR",shipper,medium
258,Faith Point Ministries - Food Distribution Center,79.63,79.63,C,1,99,33.3,5,0.2,US DC Hot Springs (WHSE),"Hot Springs, AR",shipper,medium
259,Autumn Lanes Logistics,79.63,79.63,C,1,99,33.3,5,0.2,US PL Denver Factory,"Denver, CO",3pl,medium
260,Saba Live Poultry 3,79.63,79.63,C,1,99,33.3,5,0.2,US PL Sacramento Factory,"Sacramento, CA",shipper,low
261,House Cup,79.63,79.63,C,1,99,33.3,5,0.2,US DC Hot Springs (WHSE),"Hot Springs, AR",shipper,low
262,UPS Access Point location,79.63,74.9,C,11,99,33.3,5,0.2,US PL High Springs Factory,"High Springs, FL",parcel,low
263,Kellogg's APL Logistics,79.5,79.5,A,1,66,93.3,5,12.3,US PL Ontario Factory,"Rialto, CA",3pl,high
264,IAH1 - Amazon,79.5,79.5,A,1,66,93.3,5,12.3,US PL Dallas 2 Factory,"Dallas, TX",shipper,medium
265,Fort Worth Distribution Center for tractor supply,79.47,79.47,A,1,74,80,5,9.2,US PL Dallas 2 Factory,"Grand Prairie, TX",shipper,high
266,Chipman Relocation & Logistics,79.45,79.45,B,1,99,33.3,5,0.3,US PL Sacramento Factory,"Sacramento, CA",3pl,medium
267,Global TAC Warehouse Inc.,79.45,79.45,B,1,99,33.3,5,0.3,US PL Ontario Factory,"Ontario, CA",shipper,medium
268,Fast Rite Fulfillment,79.45,79.45,B,1,99,33.3,5,0.3,US PL Ontario Factory,"Ontario, CA",3pl,medium
269,Saratoga EOC Soup Kitchen - Food Distribution Center,79.45,79.45,C,1,99,33.3,5,0.3,US PL Saratoga Spring Factory,"Saratoga Springs, NY",shipper,medium
270,Freight Folks LLC,79.45,79.45,B,1,99,33.3,5,0.3,US PL Pasadena Factory,"Houston, TX",shipper,low
271,Surfas Culinary District,79.45,79.45,C,1,99,33.3,5,0.3,US DC Hot Springs (WHSE),"Hot Springs, AR",shipper,low
272,"Mountain Valley Water - Stonecipher Distributing, Inc.",79.45,79.45,C,1,99,33.3,5,0.3,US DC Hot Springs (WHSE),"Hot Springs, AR",shipper,low
273,UPS Authorized Shipping Provider,79.45,65.77,C,7,99,33.3,5,0.3,US DC Hot Springs (WHSE),"Hot Springs, AR",shipper,low
274,Swig,79.4,79.4,C,1,97,37.3,5,1,US PL Pasadena Factory,"Houston, TX",shipper,low
275,Ikea Distribution Center,79.38,76.11,A,3,66,93.3,5,12.4,US DC NFI - Breinigsville,"Quakertown, PA",shipper,high
276,"Gladstone Fulfillment, Inc",79.27,79.27,B,1,99,33.3,5,0.4,US PL Ontario Factory,"Ontario, CA",3pl,medium
277,Warehouse & Distribution,79.27,79.27,B,1,99,33.3,5,0.4,US PL Sacramento Factory,"Sacramento, CA",shipper,medium
278,Eleanor Klugn Jackson House For Crisis Intervention - Food Pantry Distribution Center,79.27,79.27,C,1,99,33.3,5,0.4,US DC Hot Springs (WHSE),"Hot Springs, AR",shipper,medium
279,"WW WHOLESALE WAREHOUSE, INC",79.27,79.27,C,1,99,33.3,5,0.4,US PL Sacramento Factory,"Sacramento, CA",shipper,medium
280,Hydra Warehouse,79.27,78.47,B,2,99,33.3,5,0.4,US PL Sacramento Factory,"Sacramento, CA",shipper,medium
281,"Aequus Worldwide Logistics, Inc.",79.27,79.27,C,1,99,33.3,5,0.4,US PL Denver Factory,"Denver, CO",3pl,medium
282,Oec Group Liquid Logistics Solutions,79.27,79.27,C,1,99,33.3,5,0.4,US PL Pasadena Factory,"Houston, TX",3pl,medium
283,Denver Drug & Liquor Co,79.27,79.27,C,1,99,33.3,5,0.4,US PL Denver Factory,"Denver, CO",shipper,low
284,Capitol Market,79.27,79.27,C,1,99,33.3,5,0.4,US PL Denver Factory,"Denver, CO",shipper,low
285,City Store Market,79.27,79.27,C,1,99,33.3,5,0.4,US PL Denver Factory,"Denver, CO",shipper,low
286,Fortune Avenue Foods Inc,79.27,79.27,C,1,99,33.3,5,0.4,US PL Ontario Factory,"Ontario, CA",shipper,low
287,Forte Denver,79.27,79.27,C,1,99,33.3,5,0.4,US PL Denver Factory,"Denver, CO",shipper,low
288,stainless steel mixing tank,79.27,79.27,C,1,99,33.3,5,0.4,US PL Denver Factory,"Denver, CO",shipper,low
289,Forward Freight LLC,79.27,79.27,C,1,99,33.3,5,0.4,US PL Denver Factory,"Denver, CO",shipper,low
290,Willy Street Co-op—East,79.27,79.27,B,1,91,46.7,5,2.7,US PL Madison Factory,"Madison, WI",shipper,low
291,Restaurant Depot,79.22,60.48,C,4,96,37.3,5,1.1,US PL Denver Factory,"Denver, CO",shipper,medium
292,Amazon FTW1,79.14,79.14,A,1,66,93.3,5,12.6,US PL Dallas 2 Factory,"Dallas, TX",shipper,medium
293,Amazon LGB8,79.14,79.14,A,1,66,93.3,5,12.6,US PL Ontario Factory,"Rialto, CA",shipper,medium
294,Amazon LGB 7,79.14,79.14,A,1,66,93.3,5,12.6,US PL Ontario Factory,"Rialto, CA",shipper,medium
295,"WorldWide Electric, Ontario CA Warehouse",79.09,79.09,B,1,98,33.3,5,0.5,US PL Ontario Factory,"Ontario, CA",shipper,medium
296,Souvenir Warehouse,79.09,79.09,C,1,98,33.3,5,0.5,US PL Denver Factory,"Denver, CO",shipper,medium
297,Simple Logistics LLC,79.09,79.09,C,1,98,33.3,5,0.5,US PL Denver Factory,"Denver, CO",3pl,medium
298,Yusol International Foods,79.09,79.09,C,1,98,33.3,5,0.5,US PL Sacramento Factory,"Sacramento, CA",shipper,low
299,Catering Food Supplies,79.09,79.09,C,1,98,33.3,5,0.5,US PL Sacramento Factory,"Sacramento, CA",shipper,low
300,Johnny's Market,79.09,79.09,C,1,98,33.3,5,0.5,US PL Denver Factory,"Denver, CO 80203, USA",shipper,low
301,NorCal Greenhouse,79.09,79.09,C,1,98,33.3,5,0.5,US PL Sacramento Factory,"Sacramento, CA",shipper,low
302,PHM Brands,79.09,79.09,C,1,98,33.3,5,0.5,US PL Denver Factory,"Denver, CO",shipper,low
303,GLOBALFOUNDRIES,79.06,79.06,B,1,79,69.3,5,7.2,US PL Saratoga Spring Factory,"Malta, NY",shipper,medium
304,Amazon DAL2,79.02,79.02,A,1,65,93.3,5,12.7,US PL Dallas 2 Factory,"Dallas, TX",shipper,medium
305,Woodman's Food Market,78.93,78.93,B,1,91,46.7,5,2.9,US PL Madison Factory,"Madison, WI",shipper,low
306,Mountain Creek Distribution Phase 1,78.91,78.91,B,1,98,33.3,5,0.6,US PL Dallas 2 Factory,"Dallas, TX",shipper,medium
307,Hydra Warehouse Sacramento,78.91,78.91,B,1,98,33.3,5,0.6,US PL Sacramento Factory,"Sacramento, CA",shipper,medium
308,Bodega Latina Distribution Center 220,78.91,78.91,C,1,98,33.3,5,0.6,US PL Ontario Factory,"Ontario, CA",shipper,medium
309,Gospel Light Church - Food Distribution Center,78.91,78.91,C,1,98,33.3,5,0.6,US DC Hot Springs (WHSE),"Hot Springs, AR",shipper,medium
310,Sunrise Food Mart,78.91,78.91,C,1,98,33.3,5,0.6,US PL High Springs Factory,"High Springs, FL",shipper,low
311,Walgreens Distribution Center,78.81,66.23,A,6,72,80,5,9.7,US PL Madison Factory,"Windsor, WI",shipper,high
312,American Furniture Warehouse,78.77,63.11,B,6,90,46.7,5,3,US PL Pasadena Factory,"Webster, TX",shipper,medium
313,Flex Logistics,78.73,78.73,B,1,98,33.3,5,0.7,US PL Ontario Factory,"Ontario, CA",3pl,medium
314,Pbe Warehouse,78.73,78.73,B,1,98,33.3,5,0.7,US PL Sacramento Factory,"Sacramento, CA",shipper,medium
315,SLR LOGISTICS,78.73,78.73,C,1,98,33.3,5,0.7,US PL Sacramento Factory,"Sacramento, CA",3pl,medium
316,About Time Logistics Corp,78.73,78.73,C,1,98,33.3,5,0.7,US PL Saratoga Spring Factory,"Saratoga Springs, NY",3pl,medium
317,We Store Frozen,78.73,78.73,B,1,98,33.3,5,0.7,US PL S Houston Factory,"Houston, TX",shipper,low
318,Mad Butcher Meat Company,78.73,78.73,C,1,98,33.3,5,0.7,US PL Sacramento Factory,"Sacramento, CA",shipper,low
319,The Ice House,78.73,78.73,C,1,98,33.3,5,0.7,US PL Saratoga Spring Factory,"Saratoga Springs, NY",shipper,low
320,DiMare Fresh – Houston,78.73,78.73,C,1,98,33.3,5,0.7,US PL S Houston Factory,"Houston, TX",shipper,low
321,Producers Dairy Foods- Sacramento Location,78.73,78.73,C,1,98,33.3,5,0.7,US PL Sacramento Factory,"Sacramento, CA",shipper,low
322,Parillo Sausage Co,78.73,78.73,C,1,98,33.3,5,0.7,US PL Saratoga Spring Factory,"Saratoga Springs, NY",shipper,low
323,"Kingfa Global, Inc.",78.73,78.73,C,1,98,33.3,5,0.7,US PL Ontario Factory,"Ontario, CA",shipper,low
324,Saratoga Specialties Company,78.73,78.73,C,1,98,33.3,5,0.7,US PL Saratoga Spring Factory,"Saratoga Springs, NY",shipper,low
325,Posh Bakery,78.73,78.73,C,1,98,33.3,5,0.7,US PL Sacramento Factory,"Sacramento, CA",shipper,low
326,UPS Alliance Shipping Partner,78.73,76.83,C,2,98,33.3,5,0.7,US PL Madison Factory,"Madison, WI",shipper,low
327,DEN 8 AMAZON Fulfillment center,78.66,78.66,A,1,65,93.3,5,13,US PL Denver Factory,"Aurora, CO",3pl,high
328,NFI/Eaton - Dallas Distribution Center,78.58,78.58,A,1,66,90.7,5,12.4,US PL Dallas 2 Factory,"Dallas, TX",3pl,high
329,Total Warehouse,78.55,54.86,B,2,97,33.3,5,0.8,US PL Ontario Factory,"Ontario, CA",shipper,medium
330,"Total Service Logistics, Inc.",78.55,78.55,B,1,97,33.3,5,0.8,US PL Sacramento Factory,"Sacramento, CA",3pl,medium
331,Ross warehouse,78.55,50.39,B,5,97,33.3,5,0.8,US PL Sacramento Factory,"Sacramento, CA",shipper,medium
332,G5 Logistics Inc,78.55,78.55,B,1,97,33.3,5,0.8,US PL Greenwood Indiana,"Greenwood, IN",3pl,medium
333,TUTS Reed Rd Warehouse Unit D,78.55,78.55,B,1,97,33.3,5,0.8,US PL S Houston Factory,"Houston, TX 77051, USA",shipper,medium
334,Domestic Violence Services - Food Distribution Center,78.55,78.55,C,1,97,33.3,5,0.8,US PL Saratoga Spring Factory,"Saratoga Springs, NY 12866, USA",shipper,medium
335,Saratoga County Economic Opportunity Council (sceoc) - Food Distribution Center,78.55,78.55,C,1,97,33.3,5,0.8,US PL Saratoga Spring Factory,"Saratoga Springs, NY 12866, USA",shipper,medium
336,JDS Industries - Warehouse - Houston,78.55,78.55,C,1,97,33.3,5,0.8,US PL S Houston Factory,"Houston, TX",shipper,medium
337,Sanders Supply - Distribution Center,78.55,78.55,C,1,97,33.3,5,0.8,US DC Hot Springs (WHSE),"Hot Springs, AR",shipper,medium
338,Franklin Square Market,78.55,78.55,C,1,97,33.3,5,0.8,US PL Saratoga Spring Factory,"Saratoga Springs, NY",shipper,low
339,Sweet Meat Butcher Shop,78.55,78.55,C,1,97,33.3,5,0.8,US PL High Springs Factory,"High Springs, FL",shipper,low
340,Saratoga Chocolate Co,78.55,78.55,C,1,97,33.3,5,0.8,US PL Saratoga Spring Factory,"Saratoga Springs, NY",shipper,low
341,Mendocino Farms,78.55,78.55,C,1,97,33.3,5,0.8,US PL Denver Factory,"Denver, CO",shipper,low
342,Ventura Foods,78.55,58.75,C,3,97,33.3,5,0.8,US PL Ontario Factory,"Ontario, CA",shipper,low
343,Swift Courier Services,78.55,78.55,C,1,97,33.3,5,0.8,US PL Denver Factory,"Denver, CO",carrier,low
344,UPS Authorized Shipping Outlet,78.55,73.76,C,6,97,33.3,5,0.8,US PL Zephyrhills Factory,"Zephyrhills, FL",shipper,low
345,National Carriers Inc,78.54,78.54,A,1,65,93.3,5,13.1,US PL Dallas 2 Factory,"Irving, TX",shipper,medium
346,Wisconsin Kenworth - Madison,78.41,78.41,A,1,72,80,5,10,US PL Madison Factory,"Windsor, WI",shipper,medium
347,Congdon Hill Warehouse/Samuel Adam's,78.37,78.37,B,1,97,33.3,5,0.9,US PL Allentown NPL Factory,"Alburtis, PA",shipper,medium
348,Consolidated Bonded Warehouses Inc.,78.37,78.37,B,1,97,33.3,5,0.9,US PL S Houston Factory,"Houston, TX",shipper,medium
349,JCT Logistics Inc.,78.37,78.37,B,1,97,33.3,5,0.9,US PL Ontario Factory,"Ontario, CA",3pl,medium
350,Metropolitan Warehouse,78.37,72.94,B,3,97,33.3,5,0.9,US PL Ontario Factory,"Ontario, CA",shipper,medium
351,Warehouse Paint,78.37,69.79,C,5,97,33.3,5,0.9,US PL Hot Springs Factory,"Hot Springs Village, AR",shipper,medium
352,Frontier Logistics,78.37,67.11,C,8,97,33.3,5,0.9,US PL Ontario Factory,"Ontario, CA",3pl,medium
353,Warehouse Gym,78.37,73.23,C,3,97,33.3,5,0.9,US PL High Springs Factory,"High Springs, FL",shipper,medium
354,"Shahi Logistics, LLC",78.37,78.37,C,1,97,33.3,5,0.9,US PL Sacramento Factory,"Sacramento, CA",3pl,medium
355,Sacramento Windustrial,78.37,78.37,C,1,97,33.3,5,0.9,US PL Sacramento Factory,"Sacramento, CA",shipper,low
356,Eagle Courier Service,78.37,78.37,C,1,97,33.3,5,0.9,US DC Hot Springs (WHSE),"Hot Springs, AR",shipper,low
357,Werner Enterprises,78.28,55.87,A,6,71,80,5,5.7,US PL Dallas 2 Factory,"Dallas, TX",carrier,medium
358,Wholesale Wheel Warehouse,78.2,78.2,B,1,97,33.3,5,1,US PL Ontario Factory,"Ontario, CA",shipper,medium
359,Warehouse South Loop,78.2,76.4,B,2,97,33.3,5,1,US PL S Houston Factory,"Houston, TX",shipper,medium
360,WCS Distribution,78.2,78.2,C,1,97,33.3,5,1,US PL Ontario Factory,"Ontario, CA",shipper,medium
361,Dieselers Diesel Truck Sales,78.2,78.2,C,1,97,33.3,5,1,US PL Sacramento Factory,"Sacramento, CA",shipper,low
362,Four Seasons Food Distributor,78.2,78.2,C,1,97,33.3,5,1,US PL S Houston Factory,"Houston, TX",shipper,low
363,True World Foods SAC Llc,78.2,78.2,C,1,97,33.3,5,1,US PL Sacramento Factory,"Sacramento, CA",shipper,low
364,Sherwin Williams Aurora Distribution Service Center,78.19,78.19,A,1,64,93.3,5,13.4,US PL Denver Factory,"Aurora, CO",shipper,high
365,Poland Spring Water,78.17,71.4,C,2,94,37.3,5,1.7,US PL Poland Spring Factory,"Poland, ME",shipper,low
366,Sysco Northern New England - Food Distributor & Restaurant Supplies,78.03,78.03,A,1,60,100,5,15.3,US PL Hollis Factory,"Westbrook, ME",shipper,medium
367,East Penn Manufacturing Alburtis Warehouse,78.02,78.02,B,1,96,33.3,5,1.1,US PL Allentown NPL Factory,"Mertztown, PA",shipper,medium
368,Dsi Logistics,78.02,67.33,B,2,96,33.3,5,1.1,US PL S Houston Factory,"Houston, TX",3pl,medium
369,La Nova Tile Warehouse,78.02,78.02,B,1,96,33.3,5,1.1,US PL S Houston Factory,"Houston, TX",shipper,medium
370,FWI Warehouse,78.02,78.02,B,1,96,33.3,5,1.1,US PL Denver Factory,"Denver, CO",shipper,medium
371,CREAM LOGISTICS LLC,78.02,78.02,B,1,96,33.3,5,1.1,US PL Pasadena Factory,"Houston, TX",3pl,medium
372,Friends Of The Center - Food Distribution Center,78.02,78.02,C,1,96,33.3,5,1.1,US PL Madison Factory,"Madison, WI",shipper,medium
373,CS Logistics Inc,78.02,78.02,C,1,96,33.3,5,1.1,US PL Madison Factory,"Madison, WI",3pl,medium
374,Houston Distribution Services,78.02,78.02,C,1,96,33.3,5,1.1,US PL S Houston Factory,"Houston, TX",3pl,medium
375,Sacramento Beer Rentals,78.02,78.02,B,1,96,33.3,5,1.1,US PL Sacramento Factory,"Sacramento, CA",shipper,low
376,Tree House Brewing - Saratoga Springs,78.02,78.02,C,1,96,33.3,5,1.1,US PL Saratoga Spring Factory,"Saratoga Springs, NY",shipper,low
377,"Chunwei, Inc.",78.02,78.02,C,1,96,33.3,5,1.1,US PL Ontario Factory,"Ontario, CA",shipper,low
378,Bonded Transportation Solutions,78.02,78.02,C,1,96,33.3,5,1.1,US PL Madison Factory,"Madison, WI",shipper,low
379,Amazon DHX3,77.95,77.95,A,1,64,93.3,5,13.6,US PL S Houston Factory,"Sugar Land, TX",shipper,medium
380,Kroger Bakery Indianapolis,77.87,77.87,A,1,67,86.7,5,12,US PL Greenwood Indiana,"Indianapolis, IN",shipper,medium
381,Houston Methodist Distribution Center,77.84,77.84,B,1,96,33.3,5,1.2,US PL S Houston Factory,"Houston, TX",shipper,medium
382,Cold Stone Creamery,77.84,69.76,C,3,96,33.3,5,1.2,US PL Pasadena Factory,"Webster, TX",shipper,medium
383,The Spice Guy - Manufacturing HQ,77.84,77.84,C,1,96,33.3,5,1.2,US PL Denver Factory,"Denver, CO",shipper,medium
384,Vita Plus - Madison Distribution Center,77.84,77.84,C,1,96,33.3,5,1.2,US PL Madison Factory,"Madison, WI",shipper,medium
385,Clopay Building Products Distribution Center,77.84,66.07,C,2,96,33.3,5,1.2,US PL Madison Factory,"Madison, WI",shipper,medium
386,MNX Global Logistics,77.84,77.84,C,1,96,33.3,5,1.2,US PL Ontario Factory,"Ontario, CA",3pl,medium
387,Pro Logistics,77.84,77.84,C,1,96,33.3,5,1.2,US DC NFI - Breinigsville,"Mertztown, PA",3pl,medium
388,Clopay Corporation - Madison Distribution Center,77.84,77.84,C,1,96,33.3,5,1.2,US PL Madison Factory,"Madison, WI",shipper,medium
389,C & S Wholesale Grocers Inc,77.84,77.84,C,1,96,33.3,5,1.2,US PL Sacramento Factory,"Sacramento, CA",shipper,low
390,"Premium Waters, Inc.",77.84,77.84,C,1,96,33.3,5,1.2,US PL Madison Factory,"Madison, WI",shipper,low
391,Tribe 9 Foods,77.84,77.84,C,1,96,33.3,5,1.2,US PL Madison Factory,"Madison, WI",shipper,low
392,JFS Altius Farms,77.84,77.84,C,1,96,33.3,5,1.2,US PL Denver Factory,"Denver, CO",shipper,low
393,RP's Pasta Co,77.84,77.84,C,1,96,33.3,5,1.2,US PL Madison Factory,"Madison, WI",shipper,low
394,Popla International Inc.,77.84,77.84,C,1,96,33.3,5,1.2,US PL Ontario Factory,"Ontario, CA",shipper,low
395,Ona Foods,77.84,77.84,C,1,96,33.3,5,1.2,US PL Madison Factory,"Madison, WI",shipper,low
396,Reynolds Freight,77.84,77.84,C,1,96,33.3,5,1.2,US PL Madison Factory,"Madison, WI",shipper,low
397,Sysco Frozen Warehouse,77.81,77.81,A,1,60,100,5,15.5,US PL Hollis Factory,"Westbrook, ME",shipper,high
398,Andersen Logistics,77.67,77.67,B,1,96,33.3,5,1.3,US PL Sacramento Factory,"Sacramento, CA",3pl,medium
399,LDS Cannery,77.67,77.67,C,1,96,33.3,5,1.3,US PL Sacramento Factory,"Sacramento, CA",shipper,medium
400,La-Z-Boy West Coast Distribution Center,77.67,77.67,C,1,96,33.3,5,1.3,US PL Ontario Factory,"Ontario, CA",shipper,medium
401,Knoll Distribution Center,77.67,77.67,C,1,96,33.3,5,1.3,US PL Allentown NPL Factory,"Alburtis, PA",shipper,medium
402,Central Garden Distribution,77.67,77.67,C,1,96,33.3,5,1.3,US PL Sacramento Factory,"Sacramento, CA",shipper,medium
403,"All Points Logistics, LLC",77.67,77.67,C,1,96,33.3,5,1.3,US PL Pasadena Factory,"Houston, TX",3pl,medium
404,EHP Warehouse,77.67,77.67,C,1,96,33.3,5,1.3,US PL Madison Factory,"Madison, WI",shipper,medium
405,SUNOPTA FOODS,77.67,77.67,B,1,96,33.3,5,1.3,US PL Allentown NPL Factory,"Alburtis, PA",shipper,low
406,Sacramento Bishops' Storehouse and Home Storage Center,77.67,77.67,C,1,96,33.3,5,1.3,US PL Sacramento Factory,"Sacramento, CA",shipper,low
